Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
Kr-h1,11.2827,6.72869,6.99833,9.412,22.8857,26.8248
CG9175,17.0061,23.5039,16.5345,11.4291,15.6669,15.0935
stai,12.1443,9.21981,5.4461,19.7075,65.4141,141.088
Arc-p20,92.9022,82.5092,70.4142,85.271,89.762,101.085
CG9222,0,0.017259,0.203438,3.65895,8.17131,10.2455
CG31639,0.0213485,0,0.185888,10.9801,24.9419,36.8631
CG13989,0.0206082,0,0.0350671,4.10339,10.2715,13.5675
CG34380,13.393,4.65752,1.52644,2.22055,9.6051,12.5423
Ugt37b1,9.63611,32.2811,11.3764,4.19296,2.39983,3.70685
CG9486,85.8211,94.3343,43.4053,58.4566,103.244,125.027
CG13983,7.4362,84.5144,7.78527,0,0.185712,0.194194
Gef26,11.6041,6.50546,5.67778,6.0821,16.3089,17.2913
Cpr,96.6685,120.737,146.094,60.3961,45.5803,35.4324
CG9498,71.5059,141.51,123.277,15.2357,1.6322,0.2832
CG42370,2.7471,4.0208,11.3042,59.1344,70.5958,68.6704
CG42369,2.06328,3.99631,30.6857,13.065,8.248,2.94706
Tig,116.234,166.902,170.7,69.3856,58.321,17.0359
CG9527,48.7073,89.582,59.6264,78.3985,33.887,21.932
retm,13.6152,9.5234,7.66348,7.12179,12.2372,16.5731
CG9526,11.7751,15.5493,12.4087,14.8927,15.9635,16.8752
CG16947,17.7316,15.9655,13.4068,16.7687,22.9939,19.5551
mmy,40.8227,30.7101,68.5896,39.9885,35.3362,28.7247
CG9536,20.5811,24.0655,21.5707,23.6456,23.1553,22.9739
Sec61alpha,285.423,605.967,416.555,212.011,183.61,205.097
CG9542,5.64783,3.2598,21.5167,28.4626,13.4083,4.83089
epsilonCOP,57.3204,93.0534,61.7364,59.3229,64.9682,67.0399
CG9548,24.2596,36.3688,22.7145,21.68,26.9806,32.6668
CG31638,7.40302,5.70395,4.7109,5.9616,11.8738,15.2452
CG9547,107.681,69.2833,102.121,30.7982,19.0091,15.8411
CG31637,10.4331,16.6206,9.68653,6.68475,12.7556,15.3864
CG11015,398.711,418.125,385.041,227.749,103.798,80.815
CG11043,0.953928,0.532969,0.491037,7.39411,17.3817,20.9652
CG9596,14.911,11.2562,7.33434,5.92955,7.3677,8.63201
Ent2,62.3616,55.2659,41.4367,35.3048,37.6077,42.9733
CG11319,16.367,4.81855,1.51419,1.03128,2.21012,3.6235
CG11050,34.371,28.2246,28.398,35.5148,18.9668,11.8798
CG31635,10.7203,5.53136,6.39031,3.93579,8.29541,8.88985
Tango1,23.5008,35.5893,28.3759,25.4424,31.6218,35.589
CG31636,0.604925,0.658665,1.7759,6.71072,11.6326,44.7274
CG11070,13.7447,14.1283,10.3411,9.94707,15.3737,19.185
cup,0.710563,0.570528,1.07749,5.44026,15.1712,16.2282
CG9232,81.9734,62.5362,86.1248,42.5952,26.4131,16.8405
Spn27A,43.7347,41.857,57.1961,53.1312,54.7941,46.9582
CG34310,41.8734,65.9374,63.0633,28.5856,25.9141,26.8062
Nhe3,16.2101,13.1209,10.9116,14.2567,39.9613,58.494
CG11327,0.0539398,0.085878,0.891961,5.31214,10.8767,17.0142
Tsp,39.1852,18.2881,11.8331,8.12465,16.7753,23.7934
GRHR,6.5444,14.8513,13.0386,25.565,28.0222,24.6156
CG11188,24.9346,17.1088,11.4424,5.63181,6.68087,7.78262
homer,14.0464,10.1822,9.88735,12.5079,22.1192,25.5129
Liprin-alpha,14.5433,12.7394,8.24239,4.61608,9.67723,12.1662
snoRNA:Me28S-G2743,0,0,0,0,5.10001,10.1227
CG11321,7.48244,8.54674,14.9246,4.35876,1.72611,1.49716
nrv1,68.1162,78.9955,66.1419,41.2287,55.4973,59.834
nrv2,79.3347,45.0024,24.9128,26.7536,38.4092,47.3121
CG17376,0,0,1.1486,34.6302,83.5981,106.389
CG17377,0.0762663,0.00972475,0.822232,24.0209,57.743,69.0433
CG11236,12.2987,21.4102,19.4435,7.51455,1.94306,0.850862
Rca1,3.49042,2.28631,2.28452,6.6635,11.43,12.7496
l(2)k09022,28.468,13.5073,9.33448,4.46676,5.91604,6.42419
Nha1,54.8452,41.6763,20.1052,30.3055,36.8006,61.6385
neuroligin,12.8017,3.69439,1.11292,0.633678,1.90245,2.53509
CG13773,20.8225,11.4761,7.33828,4.52546,5.57545,6.07639
wee,7.71515,5.63908,4.38952,7.68858,13.8718,15.6029
xl6,27.0449,23.3333,15.1843,16.4193,27.4531,33.9562
Hrb27C,165.278,206.886,152.188,82.6897,232.79,291.861
nop5,281.85,123.275,72.4063,30.0856,36.2005,39.7094
CG18304,8.43285,8.22015,12.5738,3.87074,2.66789,2.00434
CG10158,8.59607,10.0365,8.30806,13.1722,22.6086,25.5763
iHog,4.18241,4.23173,4.32386,14.7586,28.2494,39.9004
Gas41,7.09571,8.92806,7.7609,7.83382,9.74944,12.9178
CG10399,17.0837,19.3195,21.5536,8.54864,5.8359,5.16632
Coprox,14.4023,39.6382,38.4472,27.7051,26.9558,30.1016
smt3,25.6897,147.744,47.8101,72.9606,114.416,213.29
snRNP70K,30.4197,23.9322,19.9109,14.0472,20.105,21.1895
SP1070,30.6079,87.4571,34.6697,13.3353,28.6124,32.1999
ade3,34.5886,17.7169,27.2973,31.7854,129.24,156.045
Pcp,0,0,11.8088,104.992,363.406,827.019
CG31908,36.5853,26.7797,30.6199,22.7754,37.7626,44.2133
CG3476,13.2734,10.4509,5.74668,3.65695,3.2774,4.04635
Rab30,4.06776,3.80662,3.37606,4.98879,7.94984,10.5469
CG11266,51.8845,34.2789,31.1725,42.2188,60.0199,58.334
milt,39.7252,29.555,33.7293,26.5563,38.3,33.5181
CG31907,0,0,0.473048,4.01753,10.5882,17.6079
CG13779,42.4179,106.957,61.8876,117.512,212.983,331.514
CG4495,14.834,17.4152,17.0361,16.822,19.7989,26.9676
CG4502,8.70657,4.16203,3.75519,8.73769,19.2343,41.6372
CG13784,27.36,31.1747,31.91,23.2064,38.6858,56.6326
CG4567,33.2601,31.7049,21.324,4.64836,4.05203,4.76015
Ndae1,37.6656,25.7107,27.4178,22.923,30.2311,21.5329
CG5149,11.1153,14.8796,9.6618,12.2064,14.6179,23.4948
CG5171,9.53393,9.33196,7.48421,4.9692,30.3279,308.463
CG5177,297.714,475.344,566.971,524.751,534.501,672.604
CG5181,5.43752,7.23933,5.54901,7.85205,11.9361,19.5317
CG15818,10.9931,34.2688,22.962,58.3392,124.485,320.705
CG5261,172.029,185.495,190.303,73.3618,50.6223,36.7593
CG5958,251.048,287.761,229.995,339.56,365.042,436.454
CG5973,7.33708,13.645,38.7624,29.7612,26.2087,21.2387
santa-maria,4.07241,3.63808,1.59837,2.98248,11.2938,83.3657
CG6055,16.9354,75.9671,44.2025,9.19943,5.36488,2.1819
CG6441,0,0,0,2.64815,7.74744,11.2363
Pbprp5,102.772,39.3842,22.5564,20.1957,17.9961,12.1147
Rapgap1,11.5137,13.7593,6.00268,5.39655,11.5146,15.8279
Myo28B1,13.2746,10.0487,5.13347,8.72913,9.27055,9.88503
CG18585,35.1331,118.357,23.9908,47.5688,6.52936,1.59181
CG7025,13.272,30.4577,11.7578,26.8859,4.23982,1.07715
TepII,9.94066,22.1715,45.2619,73.5767,82.2475,66.734
TepIII,14.013,9.70262,18.1734,12.7767,12.5093,8.37854
CG13795,0.238154,0.799045,4.03446,17.8716,12.2611,4.64927
CG13796,1.48349,1.83829,3.05315,12.522,32.7717,48.8017
CG7214,4.17666,0.288253,56.5698,41.2003,4.2322,2.97306
CG7211,0,0,0.304897,4.19326,9.07782,12.7713
CG7203,213.402,37.4204,233.698,20.8604,4.45919,1.54753
CG7196,0,0,0,4.71031,10.5149,14.558
CG7179,0,15.2156,0,0,2.53047,3.00426
Uro,0,0,150.041,70.9389,29.7454,5.2208
CG7164,0,0,0,4.75195,11.8109,13.57
CG7154,0,8.28049,0,8.66954,12.4839,14.6495
CG7149,0,26.5937,0,8.16744,7.88211,8.17844
LKR,82.0247,47.0765,55.4419,17.8657,18.1498,23.6244
Herp,0,23.2503,0,37.7451,38.7692,35.8696
r2d2,0,12.6274,0,10.1268,13.4912,18.4058
cdc14,0,7.06881,0,6.27482,13.731,12.7217
LanB1,75.7378,90.8379,46.6976,27.8415,45.754,48.1878
CG7115,0,11.8077,0,13.1517,23.7315,59.2627
Rack1,3028.38,2500.05,2234.28,1550.43,1549.6,1403.45
CG7231,11.0484,11.5443,5.70735,12.7496,15.9776,21.736
pes,16.0146,14.2213,11.7739,15.9736,21.2478,27.8245
CG7224,28.0115,21.8113,69.682,242.678,213.544,133.581
CG12560,13.0778,15.8487,11.1174,10.7592,6.03963,6.19297
baf,33.104,35.7768,28.8532,54.5465,61.476,81.283
Cka,50.9906,26.3075,23.5087,20.1112,43.2286,49.0127
RpL36A,1922.91,1948.5,1331.3,1222.03,1101.54,1194.23
poe,14.2296,15.4171,17.8897,18.6509,44.8997,48.9713
MED20,8.05603,6.99779,6.68382,6.91351,9.59761,11.08
Trf,10.8919,7.25411,4.71182,5.57695,9.74131,11.3572
Mcr,22.9502,14.4542,11.4715,13.2134,26.219,37.8334
Bsg,185.833,180.512,148.592,109.281,221.834,324.429
CG8683,12.6473,13.6271,9.93805,9.34538,12.6404,14.05
CG12375,28.258,32.2022,32.5688,33.9443,28.2064,25.6891
CG8668,15.7778,16.1279,13.7113,15.213,22.4295,31.5828
CG8552,23.2567,30.0134,26.5701,15.2407,20.6572,19.6782
CG31607,5.85315,3.9002,11.09,3.8275,5.65202,10.4234
CG31900,11.1402,5.86562,5.88242,2.07583,2.63937,4.13854
CG8498,36.1066,80.3814,49.6067,52.5112,57.0852,85.2611
CG8486,18.315,16.3155,18.7576,8.68055,12.6719,9.75925
CG8475,25.9621,24.1117,22.3906,27.8738,33.6818,42.8274
CG8460,6.65554,14.0155,14.5671,20.8658,22.7002,31.301
CG8455,3.74094,3.64411,3.51317,4.92884,8.10558,11.3082
CG8451,5.67721,7.17327,5.01709,7.62176,13.7715,14.92
Su(var)205,20.3017,41.864,33.4751,60.6392,77.8753,102.088
Ssb-c31a,9.28166,21.3055,18.1872,21.4697,23.9956,29.121
CG8372,25.1319,26.5215,24.5206,33.1019,47.139,61.2102
CG8360,18.149,16.2963,18.6543,28.7464,30.1233,29.8595
CG8353,11.868,13.8342,33.4492,19.5028,9.84985,8.02111
CG8292,0.194488,0.165255,0.132738,3.24585,9.18346,12.2412
Snx6,24.0332,26.4206,23.6865,41.0914,57.3557,75.8631
Pvr,11.6669,13.5444,15.4969,15.3919,22.3706,29.5351
CG14277,33.6667,27.5547,10.1754,11.3397,9.19709,9.49836
CG8086,30.2083,29.5416,35.2185,17.081,18.0746,13.1454
Btk29A,10.6775,10.1596,11.4925,7.19227,18.9142,26.3922
Scgalpha,11.9307,6.13779,2.4526,1.57708,1.33592,2.0047
CG7840,9.24631,25.6528,9.22145,9.27805,11.027,14.0337
CG7830,43.59,102.604,71.4784,61.4858,60.1095,63.0326
CG7818,4.07175,5.51531,4.72405,6.47197,7.6354,10.0425
CG7810,3.22543,4.28367,3.83911,5.12033,6.39732,11.6602
CG7806,6.02528,9.39874,8.40253,12.0241,19.6571,34.8259
CG7787,14.6435,16.8588,10.667,12.6897,16.557,22.882
CG7781,58.8185,22.6409,8.53515,5.35166,4.66399,5.40909
CG14275,19.2009,11.3381,48.6614,13.2463,22.2716,33.4443
CG14273,19.0724,20.2527,21.4792,19.913,10.5847,7.98047
CG7778,27.1081,4.15861,49.0107,72.504,72.9432,363.436
CG7627,18.4912,17.3209,10.396,14.5475,20.9905,16.9166
RpS13,2240.78,2026.48,1366.2,1174.21,1098.44,1197.79
CSN8,12.6242,15.1774,12.5239,15.2167,20.3729,29.8675
Pp2A-29B,91.2446,86.095,71.9478,86.5139,111.523,127.633
CG17292,34.7916,38.7958,35.3213,23.8897,20.5688,18.463
CG17293,21.9425,19.4464,15.47,19.0458,23.2984,28.0462
CG13390,14.186,12.4695,10.3375,5.18851,5.15277,5.30122
Aats-ala,68.427,88.7293,66.1359,34.4876,41.1988,43.9751
CG13392,12.9869,16.4151,11.2634,4.85615,4.05549,3.15841
CG13393,68.8035,134.206,78.3058,73.6315,71.7503,94.1732
CG13384,12.0976,9.83948,9.50485,10.2661,16.6099,33.1133
CG13394,0.721386,2.40724,18.2663,3.92339,10.2316,14.1226
Peritrophin-15b,82.7496,221.075,316.056,981.534,770.324,542.289
Peritrophin-15a,283.404,545.741,1111.46,2086.66,1467.49,604.279
emb,23.4589,26.5651,22.6169,19.8017,34.8488,45.7401
CG13397,2.5941,1.16246,5.23947,14.06,9.83785,5.7072
Akap200,35.8216,41.154,29.8243,91.0404,238.25,391.529
Chrac-14,12.6812,14.2322,2.05306,11.3786,13.9965,13.9186
fu12,29.8425,23.0476,20.2395,15.436,22.9685,53.9618
CG13088,3.03457,2.8186,2.2835,4.08728,7.45896,10.0809
Dh31,24.8123,13.85,3.69532,5.87572,5.53592,4.91079
CG13096,96.0769,48.2694,34.5242,20.9906,26.5236,28.79
CG13097,25.9304,13.4196,9.45947,5.25347,6.8476,7.85959
CG13089,9.3924,15.3345,13.1067,13.7811,15.1556,19.9049
mRpL51,79.4266,72.7968,48.743,17.9139,19.2484,19.8402
CG13090,12.6593,13.3487,10.1234,9.51397,10.3368,11.5227
Acer,23.0197,31.7401,45.7661,22.1879,15.0465,15.4908
CG34441,13.8281,11.6815,9.43899,9.66071,18.3281,20.525
CG17834,18.7957,13.6749,16.8964,20.6395,31.1612,73.2906
Glt,273.652,267.652,398.871,140.918,152.773,94.6863
CG9287,1.1215,19.0479,3.45716,0.0386307,0.0231951,0.0636683
CG9289,6.0114,193.154,30.869,0.143336,0.158887,0.521796
Hnf4,15.7928,12.8897,17.6312,15.7717,17.7714,16.4939
CG9314,0,0,0.35639,7.88944,19.5963,25.2696
raw,19.2162,13.2697,12.8769,11.3492,23.1749,53.824
CG9463,8.58797,7.53599,33.5456,72.117,22.4256,6.65827
CG9466,47.7097,122.897,145.043,205.643,28.0641,2.77587
CG9468,177.824,232.312,201.764,428.95,92.576,12.275
SoxN,10.2112,7.42406,3.9127,3.66257,9.39575,28.7547
CG34398,12.355,18.0218,14.1153,9.75876,18.9653,26.7285
Tsp29Fa,83.6498,95.8032,72.7131,187.285,216.312,202.336
Tsp29Fb,209.974,201.503,165.452,282.635,225.852,186.325
CG9510,79.9858,83.813,163.146,144.886,90.5478,38.4262
CG31886,7.28327,8.63166,7.56709,4.1016,5.09614,10.3174
CG18662,0,0,0,10.3991,22.5443,30.8644
rost,11.6816,11.0853,7.98247,6.23199,10.9261,17.1324
CG9555,21.0346,24.961,17.813,3.31732,0.942037,1.19362
alien,15.4006,25.48,20.4401,26.3619,28.8999,37.555
CG9568,49.7979,76.0726,65.8655,156.022,99.1693,44.9792
CG13102,22.2809,32.6866,16.9258,14.673,8.03334,5.51022
CG32982,12.2526,5.97548,9.13337,6.75716,10.1814,25.4438
CG9586,21.3905,26.4053,24.2825,22.4135,25.1921,29.4062
tai,16.0508,12.5926,13.2199,7.30781,24.5393,32.2559
borr,1.285,2.62241,3.81538,11.2337,18.2368,21.4528
Ggamma30A,74.8908,28.809,12.7851,19.7093,26.1873,37.3627
Cks30A,0.762311,1.6448,2.31862,9.19036,11.9104,13.9641
Eaat1,34.5637,15.7016,8.87395,14.2997,16.2214,8.33581
CG13110,0,0,0.0466946,3.06367,7.47131,11.1529
Aldh,728.701,1179.73,1129.02,166.23,29.7608,15.7663
CG3759,14.624,8.70036,6.95871,2.92538,2.46215,1.73426
Fbp2,0.0459741,0.0848231,10.6868,4396.91,4042.37,3507.08
FucTB,1.80718,2.19883,2.82587,10.6918,17.4722,23.1158
scat,8.99385,10.0425,7.38694,7.63756,10.8259,12.2021
numb,19.3163,16.3481,17.317,11.3062,29.0629,51.0433
Gdi,99.8299,147.286,115.423,160.007,195.933,234.998
CG33298,9.12348,7.97637,7.59593,5.39876,11.455,11.8866
Oatp30B,13.7159,15.4397,12.5439,8.35357,14.6741,20.0137
CG17855,3.26479,4.58648,3.06026,7.82931,9.25663,14.308
jp,30.5175,22.3225,30.5356,17.3469,25.7877,22.7746
CG3838,13.4298,7.66151,7.76916,6.1054,6.89689,8.14336
CG4389,92.3863,144.015,111.155,88.005,89.1046,96.0994
CG31709,0,0,0.584452,14.5054,32.1406,47.8743
Trx-2,353.377,459.506,319.107,185.958,125.975,158.628
GlcAT-S,6.91433,5.45999,4.42728,3.87785,6.99598,10.0855
CG15828,38.3872,42.7965,43.3519,7.13759,3.05618,2.66348
Pka-C1,60.8887,40.3694,47.8997,24.5863,42.6878,32.8469
hoip,533.134,218.509,121.806,52.1924,56.9607,60.9508
pelo,27.5739,22.4186,18.6123,13.4225,15.8001,18.0488
CG31710,7.87334,14.1132,7.80961,9.65339,12.4302,22.9147
CG4364,207.596,104.621,72.7786,60.7488,68.193,74.5146
Nckx30C,40.2604,11.4658,3.69097,0.915433,2.20432,1.86665
CG13117,2.65871,3.05005,11.7161,19.578,22.5364,32.9038
Cyp4e3,0.195352,0.126726,1.395,20.6605,13.9278,9.82277
zf30C,18.1258,13.4755,11.8454,19.7282,31.576,37.9538
Taf11,9.56019,9.61709,9.30431,9.22177,15.2113,17.0935
und,199.882,121.358,94.0911,79.156,104.435,127.643
CG17633,272.195,512.253,695.932,2162.8,836.047,265.768
IP3K1,17.2011,21.3897,12.8606,13.5483,39.5953,44.4652
CG18854,49.3402,74.3675,78.8008,72.5336,149.734,282.586
CG4036,11.5441,7.53701,6.32673,6.25302,6.84834,7.97799
nAcRalpha-30D,11.9415,3.30707,0.786285,0.48367,1.51892,2.48454
FKBP59,80.7449,88.6754,68.9025,52.1705,57.0362,67.2019
CG5924,11.1445,8.14305,5.00946,2.50809,2.72733,2.48306
Uhg2,120.391,54.8428,32.7307,12.9955,18.1097,20.0938
Bka,35.7914,15.0098,8.77936,7.08403,7.51459,8.96632
sop,4014.08,2761.06,2167.07,1252.89,1266.09,1282.4
CG13124,36.525,31.2717,44.6734,39.6881,29.7339,25.1137
CG5899,12.1243,10.8683,7.74908,6.50735,8.74322,12.1743
Srp54,45.127,42.079,30.9569,32.9575,46.7355,52.7515
yip2,143,199.001,179.617,233.87,237.141,215.986
CG5885,179.123,349.304,272.079,141.304,119.865,133.417
CG4598,26.1194,45.3,44.8022,43.4747,35.8086,33.0515
CG4594,5.16692,16.0952,24.4702,19.7488,11.1353,8.23053
CG4592,22.4258,26.3587,38.2614,24.5547,16.1027,13.7283
Cpr30F,1.79344,134.399,70.0408,0.658317,0.0513166,0.495817
CG31712,17.6694,13.3133,10.5119,12.6043,22.7487,26.5226
CG4619,36.2402,25.7536,17.1197,6.21502,6.73388,6.52615
CG5853,63.6604,59.9593,40.7208,54.5584,31.8371,38.8541
CG13126,10.9574,11.0249,7.644,3.16143,3.26189,3.61907
CG5846,7.56037,6.26908,5.15193,8.00741,11.1994,11.8374
CG4658,27.0363,25.0677,25.9108,40.9547,58.9914,66.876
CG5850,17.6347,27.1849,18.8382,23.6723,35.8057,41.4116
Dref,16.0673,16.7912,11.3975,13.7764,20.0757,24.6649
RpL13,1720.59,1169.04,1063.47,723.565,743.343,722.18
bib,0.789805,0.471301,0.839439,3.3899,10.9293,16.3202
CG4747,72.9785,77.2053,43.4046,42.2342,58.7507,76.6443
Trp1,40.3459,96.9718,54.7206,42.9294,52.8264,57.6523
obst-B,34.8119,56.4089,88.5111,34.5237,26.388,20.6065
Cpr31A,72.038,37.1819,140.891,4.98881,0.983181,1.15081
Pen,8.39868,13.9802,24.8791,77.8911,149.851,184.999
CG13133,17.2509,6.85765,1.95825,0.815112,0.697423,0.719683
CG13135,29.0817,2.39515,30.7133,1.55441,1.6722,0.945452
CG4839,20.3833,18.566,12.787,10.6479,11.8655,11.7614
RpL7,2655.6,2178.98,1759.79,1336.36,1281.21,1291.88
CG34159,18.1931,23.0109,18.2501,31.8845,39.9574,52.403
CG5734,13.7875,13.022,16.0346,17.2941,24.5543,23.1889
CG5727,3.08787,4.01396,4.04823,6.9707,7.68532,13.2006
CG4901,23.4362,13.9565,9.49577,7.75536,10.1719,12.2272
Pros35,63.6954,144.458,105.181,145.488,234.353,296.869
CG4908,16.0199,17.9557,11.6279,4.21278,3.62333,4.62905
CG5708,9.39905,9.84806,8.0685,11.4249,15.5661,28.4429
CG5694,4.45414,6.1499,4.40625,5.49564,8.12023,16.5298
eEF1delta,140.531,208.459,145.849,97.2056,81.5907,102.409
me31B,39.9546,68.3807,46.2966,70.713,86.9872,138.629
chico,13.8647,9.51677,9.61853,11.9398,14.426,17.0885
bsk,20.1415,24.2419,17.2077,20.5436,23.8338,36.277
CG31717,11.4219,16.1346,20.9545,36.1794,57.2878,110.924
CG5676,24.0054,42.2657,45.8078,78.4887,80.8367,128.925
Pten,4.16511,4.69083,3.54659,3.73303,5.74415,13.3469
Rsf1,22.2306,19.7856,11.6588,24.4694,41.4947,54.9203
CG18619,19.4826,11.4145,10.5752,43.28,57.1399,75.7809
Mob3,4.03114,5.86101,5.36717,7.76483,8.56962,10.7726
CG4957,9.17952,14.766,12.7273,4.63086,4.12592,4.78334
CG31873,24.5,31.1709,22.7484,8.40238,6.45389,7.93262
CG5604,30.7453,27.9942,23.7215,21.9157,36.1147,43.9075
CYLD,5.71426,7.50582,6.13548,10.1142,17.3357,32.5748
nmd,44.6378,43.3324,30.0395,18.2927,18.1899,20.3997
CG5390,77.5164,82.0601,103.102,114.12,93.0431,72.634
CG4968,11.1437,15.3097,14.379,23.6969,30.397,49.4457
Cdk5alpha,28.5773,9.11001,2.54115,3.53009,5.71828,7.74043
CG5385,5.61251,8.85635,8.78007,8.99291,11.2884,13.7321
CG5384,31.8943,61.5936,45.8864,64.5267,121.907,187.507
CG4972,25.2382,47.5521,28.6018,19.3405,24.173,36.9803
CG5381,22.1678,25.3975,27.5843,24.7185,17.8495,21.3744
CG4995,23.273,15.1572,14.4168,10.809,11.221,12.3315
RnrL,19.1516,22.2361,14.4441,16.0873,17.3916,20.9538
CG5037,79.8806,71.8161,62.5334,22.4389,14.7201,14.73
GATAd,7.37527,5.78506,3.95129,3.55829,7.67667,12.0538
SamDC,20.8658,20.0984,22.7244,14.0447,19.9925,28.5384
CG31715,11.2859,33.3365,26.6487,32.2714,32.8286,55.9983
CG5045,39.3349,42.3583,36.052,37.0854,40.8562,39.8103
CG5366,19.9205,18.9123,17.624,20.2594,29.7502,33.4365
CG13139,3.98443,10.4788,8.26088,15.8108,23.5799,40.1447
CG5056,11.8293,8.90423,7.13404,12.6564,21.8868,33.8954
rho-5,11.3577,3.17835,0.929495,1.19446,2.78801,3.38254
CG33303,40.8784,81.8567,55.6791,46.0987,50.3866,52.5993
CG5096,26.769,47.4727,33.3696,67.0783,51.4718,49.6406
cdc2,4.65323,6.25405,4.87541,15.5706,19.4373,29.9191
mRpS7,39.0823,57.0498,38.3512,18.5359,19.4468,20.2532
da,19.955,12.334,11.5973,14.0806,26.6725,31.2577
CG5362,399.263,469.189,727.288,763.229,547.352,425.728
CG31716,23.3695,21.5197,19.8871,23.379,37.7975,55.0333
CG17768,15.7697,17.9123,12.1944,13.5399,15.4341,19.5001
RpS27A,3320.82,2997.45,2189.24,2044.24,1848.69,2126.77
Ip259,317.239,189.533,130.768,150.877,140.533,178.774
CG5355,31.7121,60.2368,52.4006,58.6626,77.2607,101.617
CG5168,35.3237,45.4273,42.1196,78.7396,88.0108,108.042
SmB,47.9993,48.6328,36.7801,32.5277,41.153,47.0832
KdelR,101.622,156.181,123.168,122.138,120.001,126.693
CG5188,7.30998,11.8029,10.8192,5.95002,6.54789,6.36068
CG5343,14.1305,14.3743,10.8802,16.4242,25.3151,31.0563
TfIIB,14.409,14.2147,13.0007,17.348,25.343,30.929
CG5198,3.79391,5.70843,5.28556,8.77215,11.6079,15.2574
CHIP,6.62938,9.48747,7.72314,11.0209,14.089,24.3038
CG6232,23.3333,13.6665,8.90968,1.66008,1.52987,1.54623
CG5322,5.34828,10.8809,8.84418,18.3049,14.5211,20.6297
CG6206,44.6499,115.287,124.887,172.768,131.087,101.347
RluA-1,11.3606,7.72017,6.98785,2.65319,1.54652,0.712579
CG7456,10.7174,18.3932,15.3176,16.2518,17.5967,19.4042
CG6144,5.98062,5.84982,4.91114,5.87773,7.80184,10.1798
Myo31DF,36.9646,39.0966,31.1987,31.8192,25.9537,34.3802
CG6094,27.0598,32.6941,24.6014,11.1725,11.4696,10.5832
Fatp,30.2995,28.9048,48.1727,26.2914,20.5805,18.0695
Lip4,18.4279,6.11709,6.50701,31.4639,32.4214,16.9974
w-cup,0,0,0,4.24776,12.8498,21.7891
CG34160,0,0,0,3.26199,7.78777,10.2403
CG17098,0,0,0.843298,5.43211,13.1799,15.3037
CG31871,1.74417,11.7439,5.52536,0.112776,0.203143,0.173799
CG17104,11.5579,25.6735,18.7786,3.35311,2.90729,3.24334
CG17107,76.7023,24.4421,284.349,862.031,317.325,56.5254
CG7299,1089.84,2803.91,1671.16,262.935,45.2102,12.2952
CG7296,245.352,240.741,818.979,391.46,183.94,26.8934
CG7294,72.4409,44.3428,96.6102,150.689,239.851,86.5187
CG17108,7.61366,8.70977,34.0744,142.989,125.247,68.4166
CG7300,13.5635,32.6307,11.1414,48.9759,34.7492,11.0632
Lip1,4.27758,49.7381,11.1079,1.88872,2.99113,1.67113
CG6415,78.5893,66.2946,145.547,58.0419,35.9719,10.212
CG6443,8.00215,7.55146,5.76543,8.67984,10.7584,16.7028
CG17118,0.030121,0.0372467,0.0265199,4.96683,11.0527,14.0966
CG6750,49.1199,75.9032,51.3219,31.436,41.5116,46.4901
Nup107,29.6941,27.8249,21.1232,13.1359,17.674,16.8042
CG17124,10.5475,10.7746,4.5282,12.6324,15.0017,34.8483
CG6495,10.5435,3.78387,1.62188,1.5054,2.83877,3.23648
UbcD2,11.3372,14.5456,15.0246,22.718,42.4948,48.9675
CG6724,84.0567,39.3479,25.4906,10.2378,12.0314,13.0442
CG17127,4.52823,275.692,126.535,0.272702,0.218594,0.760738
CG31870,0,0,0,5.52574,14.2328,22.5912
CG17134,147.537,178.045,32.6499,10.3382,7.13791,2.32786
CG6700,18.7844,11.2396,11.2862,12.7025,25.2891,33.6724
Porin2,0.41416,0.475339,0.618325,7.55507,20.1094,23.731
porin,1003.09,1116.83,939.362,331.213,234.371,249.938
Dnz1,11.9161,9.39131,8.21785,8.92199,12.8646,15.4787
ial,1.59211,2.23842,3.5835,10.2292,11.7001,14.066
Stam,12.5712,11.3698,11.9902,24.8422,64.3015,106.793
CG33129,41.2036,139.413,111.548,92.3329,100.839,113.662
YL-1,7.61065,8.81405,7.2263,7.86092,10.9162,15.1337
CG16743,125.201,66.0481,103.696,66.3554,52.8147,18.358
l(2)06225,344.933,417.348,371.674,217.861,121.717,112.519
SCAR,23.9351,16.2305,14.233,14.2169,24.6059,28.3961
CG16833,19.8205,11.1051,7.51175,6.92351,13.7367,17.48
RpL9,2988.32,2309.79,1889.01,1566.47,1381.7,1568.61
Nup154,14.7363,13.4132,10.267,8.75593,13.7035,16.3132
Art8,32.7062,17.239,10.1626,5.18467,5.47145,6.67942
dUTPase,36.3606,45.1091,34.65,69.0262,87.6863,94.4776
Samuel,8.44631,4.56514,6.78717,6.24751,18.8781,20.5628
CG4705,4.30514,3.23241,3.96286,7.43502,11.4238,11.7328
Ge-1,14.0404,15.0721,14.1337,13.4067,21.5814,23.6195
l(2)gd1,5.99647,5.90721,6.31944,9.72058,15.859,22.1505
CG6230,20.3205,32.1524,21.5333,18.5763,26.264,29.1057
Csl4,24.8928,14.1317,8.49463,5.97812,6.26844,7.62838
