Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
mtm,22.3102,21.224,17.1311,21.7761,29.0538,33.2055
ade2,32.3888,18.2718,27.6877,18.0882,57.7588,61.1186
slmo,287.441,212.181,164.689,104.052,83.0164,71.4137
CG12393,15.5157,13.5989,9.8444,11.5469,16.1581,18.6206
CG9135,14.6621,17.6429,13.7052,33.0844,56.4736,71.0179
CG13995,18.9178,4.64931,1.31985,0.688086,1.40427,1.78898
CG9140,257.802,243.026,222.003,109.411,66.9552,57.5388
CG13994,11.9721,15.5397,11.4882,16.9768,19.7667,23.7223
CG9147,5.31148,6.11518,4.75098,7.67565,10.0542,11.512
CG13993,74.1345,91.838,72.645,49.034,48.2795,65.5714
CG9154,22.7341,17.6102,11.8208,11.0661,13.1295,14.5356
Kr-h2,91.1046,114.779,71.6918,62.3889,68.5719,84.2625
Kr-h1,11.2918,6.73241,6.98391,9.35837,22.8901,26.8157
CG9175,16.467,23.089,15.9271,11.1372,15.7025,14.5466
stai,12.7153,9.78001,6.47272,22.3495,59.8906,137.526
Arc-p20,110.763,98.2979,83.8451,101.597,106.931,120.231
CG9222,0,0.0177006,0.208642,3.7334,8.38034,10.4806
CG31639,0.0250249,0,0.21369,12.2094,27.6715,41.0106
CG13989,0.0245553,0,0.0418972,4.39826,10.1698,12.7851
CG34380,13.2046,4.616,1.47788,2.16154,9.50088,12.2089
Ugt37b1,10.124,33.8959,11.9524,4.40527,2.52134,3.89453
CG9486,88.3326,100.472,45.3654,62.4846,112.382,131.924
CG13983,9.15547,103.967,9.57443,0,0.203607,0.199601
Gef26,11.828,7.42221,5.67964,7.18477,16.4048,17.2849
Cpr,96.204,120.282,143.956,59.3665,44.1337,34.8028
CG9498,73.0232,144.369,125.812,15.559,1.66683,0.289209
CG42370,2.68152,3.97386,10.9534,57.8543,69.3546,66.4917
CG42369,2.06328,3.99631,30.6857,13.065,8.248,2.94706
Tig,118.198,169.705,173.564,70.5479,59.3129,17.323
CG9527,53.146,97.293,64.4847,85.3037,37.3227,23.8508
retm,13.9911,9.78297,7.87509,7.31111,12.5751,17.0048
CG9526,11.9846,15.8039,12.6706,15.2238,16.2361,17.1666
CG16947,19.6718,17.0307,14.2811,17.8852,24.6832,20.713
mmy,39.1811,28.9533,65.2657,38.05,33.4565,26.4405
CG9536,22.62,26.2793,23.6126,25.663,25.2062,25.0779
Sec61alpha,298.476,634.501,433.511,224.345,192.163,214.193
DLP,6.67499,5.17612,4.98703,6.38263,11.0776,12.4622
CG9542,6.90985,3.85988,25.9389,34.9754,16.4144,5.71262
epsilonCOP,57.3161,93.031,61.7263,59.3082,64.9586,67.0079
CG9548,27.6619,41.4826,25.8624,24.6935,30.7757,37.2356
CG31638,7.27911,5.64523,4.66618,5.91365,11.9642,14.9653
CG9547,120.536,78.4572,114.785,34.5908,21.5326,17.7241
CG31637,10.7994,17.2042,10.0267,6.91947,13.1952,15.9267
CG11015,501.339,525.348,483.654,286.381,130.474,101.488
CG11043,1.08761,0.602825,0.529446,7.84708,18.256,22.6024
CG9596,15.6273,11.8039,7.67329,6.08935,7.53576,8.56504
Ent2,62.3616,55.266,41.4369,35.3049,37.6078,42.9737
CG11319,16.4621,4.84657,1.52299,1.03728,2.22297,3.64457
CG11050,35.0813,28.9701,29.1597,36.4172,19.2373,11.9903
Tango1,23.0015,35.7351,27.8706,24.3049,32.8494,36.0474
CG31636,0.669822,0.775668,2.38965,8.83566,14.4988,60.9838
CG11070,13.9398,14.3203,10.4603,10.0597,15.5894,19.4716
cup,1.75391,2.01021,2.34006,5.92371,15.3523,16.5663
CG9232,86.1675,65.7355,90.5415,44.7629,27.7076,17.6923
Spn27A,43.7347,41.857,57.1961,53.1312,54.7941,46.9582
CG34310,39.5924,62.6063,60.2458,27.6134,25.5553,26.0729
Nhe3,14.0924,11.0368,9.46668,12.4889,32.9833,46.5628
CG11327,0.0556133,0.0880121,0.912501,5.48531,11.218,17.5827
Tsp,39.4103,18.9141,12.3934,9.45346,17.4437,27.6256
GRHR,6.7645,15.3483,13.4501,26.4026,28.9036,25.4185
CG11188,25.1398,17.2495,11.5363,5.67718,6.7347,7.82517
homer,14.8322,10.3914,10.3915,13.276,22.93,26.3449
Liprin-alpha,15.7537,12.6791,9.43564,5.17957,10.5797,11.599
CG11321,5.27007,5.93391,10.4421,2.78138,1.12443,1.13352
nrv1,69.4892,80.486,67.3288,41.9898,56.5595,61.0061
nrv2,79.9721,46.9075,25.2399,26.7586,38.1908,46.2875
CG17376,0,0,1.16727,36.8867,87.5256,111.948
CG17377,0.0816962,0,0.980753,25.4397,61.4453,73.2842
CG11236,12.6081,21.8881,19.8868,7.69279,1.99602,0.873008
Rca1,3.49042,2.28631,2.28452,6.6635,11.43,12.7496
l(2)k09022,28.8382,13.6582,9.45156,4.50443,5.98893,6.47406
Nha1,57.6524,43.8198,21.114,31.8095,38.5784,64.5035
neuroligin,12.5114,3.63058,1.05382,0.609315,1.88817,2.41817
CG13773,28.1799,15.716,10.1899,6.18987,7.71055,8.28751
wee,7.73409,5.66112,4.39874,7.71801,13.9039,15.6403
xl6,31.3674,27.0626,17.6111,19.0435,31.8288,39.3551
nop5,304.535,133.153,78.1897,32.5087,39.059,42.9063
Hrb27C,145.483,177.245,131.376,68.0037,198.978,240.532
CG18304,8.30033,8.1353,12.3432,3.8336,2.65447,1.91704
CG10158,10.1565,11.7997,9.84627,15.6039,26.7944,30.0697
iHog,4.32149,4.37436,4.46172,15.2273,29.1937,41.2524
Gas41,7.74898,9.46945,8.50645,8.45775,10.5717,13.8334
SA,6.68474,6.44505,4.63127,6.79039,10.3068,14.0756
CG10399,17.7188,20.3201,22.7059,9.02033,6.27046,5.56377
sip2,0.954614,2.50551,4.66542,19.1119,32.1333,37.5143
Coprox,14.4023,39.6382,38.4472,27.7051,26.9558,30.1016
smt3,185.311,261.308,179.959,225.723,301.926,392.264
snRNP70K,36.2067,28.321,23.4668,16.5326,23.7125,25.2778
SP1070,30.1924,86.8492,34.1697,13.1873,28.4251,32.0169
ade3,36.256,19.0828,29.3843,32.2738,130.686,157.785
Pcp,0,0,16.9342,151.065,522.598,1188.93
CG31908,37.3101,26.2399,29.6828,22.9698,36.8862,44.0611
CG3476,15.2662,11.9213,6.6523,4.11282,3.7042,4.66883
Rab30,4.18255,3.90292,3.46581,5.10016,8.11492,10.7915
CG11266,54.4039,35.0785,33.3903,43.3151,64.7774,60.0934
milt,41.3548,30.6442,34.9135,27.4578,39.8716,34.8214
CG31907,0,0,0.482702,4.09952,10.7438,17.9317
CG13779,48.7294,122.935,71.0385,134.824,244.503,380.507
CG4495,15.9211,18.659,18.2808,18.0261,21.2264,28.8269
CG4502,8.82432,4.23549,3.78845,8.76075,19.4597,41.9452
CG13784,26.7332,30.8148,31.6719,22.4205,38.1185,56.076
CG4567,33.8691,32.2731,21.6991,4.73424,4.12689,4.84139
Ndae1,35.0868,23.6579,26.7999,23.1029,30.5747,21.0195
CG5149,11.3216,15.1673,9.83987,12.436,14.8935,23.9384
CG5171,10.439,9.86911,8.05169,5.64513,33.7755,342.594
CG5177,405.172,632.983,765.948,712.837,727.519,901.36
CG5181,5.4745,6.80769,5.68302,7.73896,12.0426,18.6533
CG15818,10.9816,34.2506,22.962,58.28,124.396,320.19
CG5261,175.555,189.273,193.834,74.7185,51.5227,37.5259
CG5958,218.63,256.373,211.877,312.724,332.842,390.394
CG5973,8.31524,15.6537,44.8818,33.3188,29.0702,23.484
santa-maria,4.31122,3.88025,1.64308,3.16935,12.0829,89.0385
CG6055,16.5727,78.6634,45.8439,8.82068,5.49992,2.09277
CG6441,0.245276,0.298128,0.06117,2.63678,7.28513,10.4424
Pbprp5,102.772,39.3842,22.5564,20.1957,17.9961,12.1147
Rapgap1,11.7743,13.6415,6.16395,5.56087,11.5778,15.7229
Myo28B1,13.3324,10.1854,5.1507,9.15176,8.93281,9.33686
CG18585,35.5482,119.593,24.3418,48.2617,6.5193,1.58264
CG7025,14.4684,32.7034,12.4982,28.6518,4.53826,1.10412
TepII,10.0066,22.2245,45.3752,73.6365,82.4157,67.1099
TepIII,14.1891,9.82456,18.4018,12.9372,12.6665,8.48031
CG13795,0.262478,0.846071,4.32559,19.2732,13.1181,4.9921
CG13796,1.48428,1.84207,3.05311,12.5226,32.7676,48.8046
CG7214,4.41976,0.305031,59.8625,43.5984,4.47854,3.14611
CG7211,0,0,0.306488,4.79521,10.4487,14.5679
CG7203,214.267,37.4382,234.746,22.4814,5.45013,1.46618
CG7196,0.820193,0.255085,0.158927,4.72207,10.5298,14.5488
CG7179,12.8864,14.9787,4.51023,0.887759,2.46018,3.00667
Uro,0.190308,0.383236,160.427,75.8675,31.812,5.58352
CG7164,0,0.0107201,0.321645,5.40339,13.3674,15.3648
CG7154,8.20381,8.39404,6.6246,8.78843,12.6551,14.832
CG7149,23.9547,23.2636,10.9165,7.30938,6.92539,6.96392
Herp,22.9538,24.2388,26.3714,39.2479,39.7895,37.3515
r2d2,10.0226,14.4333,11.7754,11.6023,15.5063,21.0417
cdc14,10.0378,6.80497,5.58913,6.00457,13.2763,11.9921
LanB1,76.0961,91.259,46.9248,27.9465,45.9306,48.4218
CG7115,10.2159,11.751,12.3999,13.0727,23.5576,58.2057
Rack1,3051.66,2519.43,2251.08,1562.17,1561.5,1414.77
mts,109.455,109.671,103.264,108.079,139.399,183.198
lectin-28C,0.0170312,0.0135592,0.494009,11.909,18.5984,21.6096
TwdlE,0.511772,35.8294,18.6648,2.20353,4.51498,9.84449
Proct,10.002,3.82868,2.32322,2.28269,2.86477,1.82381
Spz3,9.59393,3.4564,9.66246,1.19131,2.01506,16.8636
CG18591,60.8446,74.2327,49.1836,61.8948,69.344,86.0955
CG34132,93.2606,136.264,78.7303,29.2343,20.5796,24.1502
CG7231,11.0429,11.5642,5.75243,14.2358,16.2677,21.8641
pes,15.7043,13.5928,11.2595,15.513,20.3854,26.5546
CG7227,0.46872,0.448808,0.475526,0.643629,1.63097,11.404
CG7224,38.1099,26.5039,93.1823,330.857,296.095,187.291
CG12560,12.2839,15.7969,10.1873,10.3452,5.93176,6.05641
baf,45.1685,48.6241,39.2404,74.2478,83.7711,110.685
Cka,48.8991,25.6988,23.2705,20.4239,43.1913,43.9245
CG7429,5.42895,5.68483,5.54444,8.20057,9.70205,10.1025
RpL36A,2828.49,2758.83,1960.25,1798.94,1621.48,1752.56
poe,14.3483,15.5475,18.0376,18.8115,45.2841,49.3903
MED20,8.05603,6.99779,6.68382,6.91351,9.59761,11.08
Trf,11.3466,7.55698,4.90855,5.78464,10.0801,11.7959
Mcr,23.7637,14.963,11.8742,13.67,27.1271,39.169
Bsg,113.508,122.943,100.527,75.2855,146.698,229.843
CG8683,12.6161,13.6223,9.93641,9.35799,12.6983,14.1054
CG12375,29.8817,34.1042,34.4975,35.8803,29.8849,27.2753
CG8668,14.0702,15.1322,12.682,13.5507,20.607,30.138
CG8552,23.3919,30.1391,26.7844,15.3488,20.8187,19.9145
CG31607,13.3561,7.47355,14.9309,5.02065,7.24324,12.4998
CG8498,49.3345,108.715,65.8238,70.7654,76.8106,116.855
CG8486,17.5142,15.5859,17.8457,8.49963,12.1541,9.386
CG8475,25.9747,24.1214,22.3945,27.8784,33.7108,42.8579
CG8460,7.08665,14.915,15.5106,22.2173,24.1545,33.3285
CG8455,3.94946,3.83522,3.69257,5.18996,8.53202,11.9388
CG8451,5.94477,7.47663,5.19819,7.95109,14.1429,15.2177
Su(var)205,25.9404,51.9566,42.2817,75.8866,98.4787,129.603
Ssb-c31a,11.5114,26.4015,22.5086,26.531,29.7602,35.8783
CG8372,26.2103,27.5601,25.1827,34.6609,49.2993,63.6242
CG8360,18.9662,18.046,19.7698,32.8167,34.2375,32.7464
CG8353,14.2068,16.6395,40.2485,23.3842,11.8911,9.58089
CG8292,0.195194,0.176122,0.13322,3.27575,9.32417,12.3579
Snx6,22.9333,27.2258,23.817,41.6195,58.7669,79.6344
Pvr,10.8626,12.603,13.7863,14.446,20.7835,26.8258
CG14277,40.4055,33.3859,11.8369,13.2842,10.7954,11.1357
CG8086,19.2918,19.5755,23.0233,11.4287,12.8357,10.4209
Btk29A,11.5991,10.7765,12.312,8.62939,19.0195,25.6502
Scgalpha,11.1825,5.82239,2.36835,1.46424,1.25148,1.85743
CG7840,9.47832,26.5661,9.38595,9.63348,11.4605,14.3673
CG7830,47.9336,112.417,78.7608,67.567,65.9236,69.2876
CG7818,4.44418,6.03372,5.15773,7.09557,8.23295,10.8926
CG7810,3.12842,4.24307,3.79158,4.97321,6.31613,11.4343
CG7806,6.19484,9.65156,8.63408,12.3529,20.1947,35.758
CG7787,16.5106,18.8532,12.0145,14.2318,18.6531,25.757
CG7781,62.1871,24.0089,9.00422,5.6904,4.93523,5.74991
CG14275,18.7279,11.4146,48.7569,13.1337,22.2136,34.1029
CG14273,20.8896,22.463,22.6144,21.2766,11.0258,8.32607
CG7778,30.943,4.72931,55.9042,68.8984,69.6658,356.496
CG7627,17.6889,16.7225,10.0211,14.0604,20.1685,15.9736
RpS13,3402.52,3076.48,2074.17,1782.99,1667.98,1818.46
CSN8,16.9393,20.3471,16.7269,20.3787,27.2658,40.0211
Pp2A-29B,91.155,86.3952,71.8599,86.3753,111.452,128.083
CG17292,35.0945,40.3707,36.8399,24.6582,21.3004,18.767
CG17293,21.9389,19.4438,15.4682,19.0433,23.2965,28.0445
CG13390,14.8798,13.0894,10.8136,5.44027,5.38971,5.55324
Aats-ala,71.7678,93.0479,69.3499,36.1698,43.1757,46.0787
CG13392,14.2976,17.7369,12.3432,5.36591,4.63419,3.42672
CG13393,68.7885,134.147,78.2139,73.5096,71.6266,94.0311
CG13384,12.1292,9.87796,9.52241,10.1589,16.6914,32.8135
CG13394,0.611114,2.03294,15.3856,3.98947,10.4198,14.3023
Peritrophin-15b,103.535,255.543,367.801,1134.53,881.009,615.218
Peritrophin-15a,375.163,720.394,1467.87,2755.95,1940.28,797.286
emb,24.3785,27.5988,23.4871,20.5614,36.19,47.4942
CG13397,2.7068,1.20879,5.45817,14.6618,10.249,5.94879
Akap200,34.1484,38.1386,29.5261,83.1924,211.157,359.736
Chrac-14,12.2522,14.2322,9.23545,11.342,13.9971,14.012
fu12,30.5903,23.6236,20.7243,15.7471,21.5047,54.773
CG13088,3.75024,3.44981,2.81813,5.05337,9.22317,12.3747
Dh31,24.4918,13.288,3.6702,5.48053,5.37003,4.80997
CG13096,100.906,50.649,36.19,22.0698,27.8893,30.1678
CG13097,27.0095,13.9781,9.85314,5.47211,7.11494,8.18669
CG13089,9.49686,15.4754,13.2321,13.9626,15.3465,20.0908
mRpL51,79.7186,73.3303,49.1418,18.1672,19.4636,20.2967
CG13090,12.6833,13.3438,10.1395,9.51758,10.3752,11.514
Acer,25.4232,34.8207,50.7294,24.3697,16.439,16.609
CG34441,12.6048,9.10632,8.35825,7.95412,15.856,14.9899
CG17834,19.2776,13.7075,15.6822,21.0825,31.2458,73.8695
Glt,276.694,270.926,403.274,142.476,154.466,95.7332
CG9287,1.06903,19.0828,3.38747,0.0263023,0.0236892,0.0650244
CG9289,6.44428,205.611,32.3702,0.134161,0.175756,0.542737
Hnf4,15.848,13.081,17.8321,15.8338,17.8344,16.4298
CG9314,0,0,0,8.68798,21.5674,27.7018
raw,19.3482,13.3045,12.9462,11.3826,23.2652,54.275
CG9463,8.79783,7.70913,34.2552,73.7364,22.9164,6.80415
CG9466,48.0516,123.778,146.083,207.108,28.2652,2.79576
CG9468,185.702,242.597,210.657,447.907,96.6704,12.8188
SoxN,10.2112,7.42406,3.9127,3.66257,9.39575,28.7547
CG34398,11.2607,14.329,12.4382,7.90375,16.1077,19.8051
Tsp29Fa,89.0896,103.279,77.8443,199.363,227.737,211.415
Tsp29Fb,218.798,210.007,172.673,294.518,235.839,194.587
CG9510,87.9407,84.8744,163.072,140.799,93.9448,39.0865
CG18662,0,0,0,12.0745,26.3046,35.9148
rost,10.4635,10.0195,7.30584,5.59731,9.55884,14.7937
CG9555,21.3236,26.3298,18.1708,3.56397,0.991135,1.0821
alien,16.508,27.7279,22.2266,28.6427,31.5188,40.9828
CG9568,61.7286,93.9009,80.8161,192.113,122.27,55.2618
CG13102,22.2932,32.7238,16.9351,14.6812,8.03772,5.51246
CG32982,13.8565,6.97445,10.5521,7.39278,11.6279,28.9507
CG9586,24.4842,29.7654,27.0896,25.1816,28.5227,33.1015
tai,14.7079,11.7869,12.6386,7.102,23.033,29.7695
borr,1.34457,2.73249,4.02964,11.6827,18.6615,22.0068
Ggamma30A,63.5931,25.1981,12.5854,19.2967,25.2415,35.9813
Cks30A,0.865686,1.86785,2.63304,10.415,13.4866,15.7968
Eaat1,38.5974,17.1478,10.0553,14.9035,18.2296,9.09219
CG13110,0,0,0.0466946,3.06367,7.47131,11.1529
Aldh,652.154,1082.12,1028.61,146.569,26.118,14.1032
CG3759,15.439,9.19365,7.32113,3.08163,2.58684,1.81214
Fbp2,0.0469148,0.0996018,12.1673,5022.21,4618.92,4007.14
FucTB,1.53003,1.82319,2.18403,7.6815,11.5564,14.6349
scat,9.30747,10.3927,7.64453,7.90389,11.1971,12.6227
numb,16.6419,14.3389,14.8857,11.5164,25.5035,45.9757
Gdi,113.692,165.116,130.573,178.63,226.632,253.667
CG33298,9.52892,8.26198,7.97777,5.66001,11.9736,12.507
Oatp30B,13.5128,15.3079,12.2467,7.8197,14.5649,19.847
CG17855,3.27918,4.41608,2.75578,7.50209,9.92002,14.23
jp,30.1142,23.8998,30.583,17.5902,24.9051,22.7893
CG3838,13.1099,7.58319,7.63078,5.8375,6.62694,7.81981
CG4389,92.6324,144.404,111.444,88.2344,89.3485,96.3516
CG31709,0,0,0.584471,14.5058,32.1408,47.8728
Trx-2,472.156,593.513,390.183,217.374,149.079,189.15
CG15828,37.3295,41.2715,41.6236,6.89615,2.93864,2.64568
Pka-C1,60.8878,44.0393,48.0946,24.7266,44.003,34.4411
hoip,682.321,278.151,155.307,66.2944,71.8836,76.8809
pelo,29.8703,24.2685,20.1437,14.5253,17.1117,19.5433
CG31710,9.51239,16.916,8.9716,11.4022,14.4216,25.9641
CG4364,222.44,112.071,77.9449,65.0661,73.0713,79.8136
Nckx30C,37.0433,9.93624,2.99845,0.567173,1.64644,1.10279
CG13117,0,3.04891,11.648,19.5719,22.4378,32.7381
Cyp4e3,0.22676,0.137205,1.47025,23.167,15.758,11.3211
zf30C,17.6633,13.1742,11.6022,19.2955,30.8652,37.1176
Taf11,9.66486,9.72239,9.37642,9.32289,15.3781,17.2596
und,190.649,115.793,89.7751,75.5409,100.136,122.904
CG17633,272.194,512.253,695.932,2162.8,836.047,265.768
IP3K1,13.609,17.4128,11.3363,13.5098,24.6866,23.1664
CG18854,46.6224,70.51,74.0567,66.3505,145.788,268.751
CG4036,11.5691,7.61928,6.02011,6.181,6.76484,8.17912
nAcRalpha-30D,11.0754,2.69505,0.626626,0.419021,1.34943,1.71872
FKBP59,83.9389,92.0646,71.4325,54.1751,59.1394,69.6109
CG4537,6.44626,6.30504,4.96104,7.07514,8.38896,10.0419
CG5924,11.7578,8.60863,5.32423,2.64514,2.94586,2.64693
Uhg2,120.391,54.8428,32.7307,12.9955,18.1097,20.0938
Bka,49.2261,21.0414,12.1049,9.74231,10.271,12.4509
sop,6228.89,4284.69,3362.25,1944.16,1964.42,1989.84
CG13124,36.0591,30.6578,43.9487,39.1409,29.2365,24.8241
CG5899,12.7281,11.4562,8.11822,6.96564,9.23274,12.7168
Srp54,45.127,42.079,30.9569,32.9575,46.7355,52.7515
yip2,153.039,212.54,192.047,250.284,253.679,230.589
CG5885,228.221,445.235,346.059,179.713,152.875,170.899
CG4598,31.0249,53.7662,53.0997,51.5681,42.5105,39.1264
CG4594,4.97318,15.365,23.2386,18.639,10.87,8.06084
CG4592,23.2294,26.5463,38.6,26.5646,16.1793,13.2567
Cpr30F,2.30875,149.481,77.3432,0.840065,0.10088,0.632929
CG31712,17.4598,13.1704,10.3872,12.4548,22.4934,26.2194
CG4619,34.3408,24.8917,16.4319,6.45949,6.52148,6.80104
CG5853,61.2813,58.3232,40.0116,54.565,31.6543,38.0998
CG13126,12.4862,12.6006,8.69599,3.45555,3.72356,3.94449
CG5846,7.32895,6.0866,4.99701,7.33605,10.796,11.5929
CG4658,27.5673,25.5296,26.446,42.5605,60.1578,68.7471
CG5850,16.9812,26.2492,18.0374,22.6817,34.9698,40.4511
Dref,16.0716,16.8083,11.4205,13.7762,20.0757,24.6532
RpL13,2853.57,1937.88,1762.51,1200.04,1232.75,1197.84
bib,0.777986,0.476717,0.835238,3.40977,10.9424,16.4827
CG4747,73.4326,71.4068,45.3209,38.6378,60.9208,66.425
Trp1,35.2973,78.6745,44.8872,37.0055,43.908,49.5281
obst-B,45.701,74.1149,116.228,45.3622,34.6969,27.0285
Cpr31A,88.274,46.0303,173.27,6.34054,1.57721,1.46442
Pen,7.73584,13.0542,23.3078,72.2411,139.309,172.417
CG13133,17.2083,6.84072,1.95341,0.8131,0.695701,0.717906
CG13135,29.0817,2.39515,30.7133,1.55441,1.6722,0.945452
CG4839,21.0353,18.8413,13.0625,10.9705,12.1888,11.8645
RpL7,3192.83,2618.9,2114.81,1606.92,1540.55,1553.22
CG34159,20.7084,26.0072,20.6474,36.158,45.2519,59.1356
CG5734,13.7875,13.022,16.0346,17.2941,24.5543,23.1889
CG5727,3.32091,4.32639,4.2497,7.31188,8.31228,14.1856
CG4901,23.3358,13.925,9.61203,7.73536,10.2313,12.1999
Pros35,67.3316,152.636,110.944,153.761,247.581,312.902
CG4908,17.1874,19.2632,12.4776,4.51011,3.89156,4.93906
CG5708,9.31868,9.82274,8.16544,10.921,15.3706,28.1798
CG5694,4.45922,6.00504,4.31724,5.34714,7.96008,16.2308
eEF1delta,189.858,282.205,197.18,131.185,110.088,137.907
me31B,39.8259,68.9413,46.1509,70.5184,86.686,139.595
chico,13.7296,9.46496,9.49969,11.8307,14.2232,16.8052
bsk,21.1168,25.1395,18.391,21.3726,25.0065,38.0258
CG31717,13.1256,18.6769,24.3752,42.2456,67.2385,126.835
CG5676,21.5745,37.9003,41.0008,70.2296,72.4869,116.392
Pten,3.9881,4.5081,3.29322,3.83094,5.46049,12.8403
Rsf1,22.2107,19.6366,11.5255,24.2069,41.1814,53.7828
CG18619,20.6812,12.0861,11.9482,46.587,62.2984,80.7339
Mob3,4.80636,6.98812,6.37243,9.25493,10.1932,12.825
CG4957,10.3511,16.7557,14.2583,5.33048,4.74755,5.25027
CG31873,25.2532,31.5133,23.4631,8.47463,7.83597,9.41538
CG5604,31.3754,28.5353,24.1747,22.3507,36.8078,44.7648
CYLD,5.66308,7.46475,6.07953,10.0765,17.1267,32.1851
nmd,50.6992,49.4672,34.3645,21.33,20.9588,22.8749
CG5390,80.1609,84.8434,106.567,117.978,96.1856,75.0747
CG4968,12.4945,17.1931,16.1101,26.5808,34.0709,55.358
Cdk5alpha,30.0385,9.47968,2.59813,3.69049,5.9415,8.05893
CG5385,7.3068,11.4749,11.8143,11.8311,14.8954,17.9106
CG5384,34.4403,66.2842,49.2919,69.376,131.34,201.661
CG4972,25.2382,47.5521,28.602,19.3404,24.1728,36.9804
CG5381,22.1742,25.4168,27.5948,24.7185,17.8595,21.3943
CG4995,21.5586,15.9249,14.8266,9.56835,11.6597,12.6609
RnrL,19.5187,22.6382,14.7106,16.3807,17.7157,21.355
CG5037,83.4265,75.1315,65.2041,23.3683,15.3583,15.2968
GATAd,7.42556,5.73988,3.89978,3.50106,7.61348,11.8778
SamDC,23.0427,22.5003,25.4618,15.2754,22.6076,31.5754
CG31715,12.879,38.0759,30.3843,36.8976,37.5345,63.9955
CG5045,48.1973,51.103,43.4933,44.914,49.957,47.4847
CG5366,20.1739,19.1528,17.8363,20.5171,30.1286,33.849
CG13139,5.50866,13.0579,10.43,19.2809,29.7415,47.1688
CG5056,12.9215,9.68214,7.73811,13.7453,23.7768,36.6316
rho-5,11.7998,3.28933,0.969594,1.24929,2.89848,3.49715
CG33303,41.9906,83.9859,57.1187,47.3061,51.7082,53.945
CG5096,26.7523,47.3919,33.3589,67.0415,51.3164,49.4232
cdc2,5.30974,7.09469,5.55783,17.788,22.3674,34.3748
mRpS7,49.1615,71.5041,48.1898,23.2857,24.477,25.5137
da,21.1011,12.9604,12.234,14.7351,28.1122,32.7342
CG5362,398.485,468.101,724.36,765.635,548.187,426.38
CG31716,23.163,21.2807,19.7317,23.0798,37.3386,54.3968
CG17768,15.7697,17.9123,12.1944,13.5399,15.4341,19.5001
RpS27A,3320.82,2997.45,2189.24,2044.24,1848.69,2126.77
Ip259,317.239,189.533,130.768,150.877,140.533,178.774
CG5355,31.94,60.6756,52.7794,59.1045,77.8147,102.359
CG5168,32.9918,40.3592,37.9968,69.4666,79.7958,96.224
SmB,47.9904,48.6355,36.7801,32.5277,41.1639,47.0832
KdelR,116.154,177.459,137.998,137.724,134.423,137.741
CG5188,7.95919,12.5746,11.6427,6.34836,7.01488,6.7276
CG5343,15.9422,16.3755,12.3201,18.6189,28.707,35.1546
TfIIB,15.8087,15.7164,14.1678,18.8017,27.866,32.7335
CG5198,3.89798,5.86502,5.43055,9.01279,11.9264,15.6614
CHIP,7.39456,10.595,8.63463,12.349,15.7693,27.1778
CG6232,23.8338,14.0017,9.09514,1.85054,1.60896,1.70886
CG5322,5.03141,10.1163,8.29322,17.002,13.5118,19.6158
CG6206,45.5378,117.58,127.375,176.205,133.687,103.346
RluA-1,11.5935,8.00526,6.93533,2.58887,1.57486,0.690453
CG7456,11.0629,18.9854,15.8015,16.7569,18.166,20.0201
CG6144,6.89906,6.80723,5.71084,6.80807,8.96711,11.7324
Myo31DF,34.6674,36.9463,29.5816,30.0842,24.7725,32.4993
CG6094,35.2027,42.6108,32.0337,14.4108,14.6124,13.2986
Fatp,31.2831,29.6723,49.5964,27.0672,21.1909,18.8058
Lip4,22.3051,8.06194,8.84814,30.9858,41.6426,21.7539
w-cup,0,0,0,4.46062,13.51,22.7985
CG34160,0,0,0,3.44106,8.29781,10.8199
CG17098,0,0,0.924095,6.04233,14.7765,16.9912
CG31871,1.80486,12.1525,5.71761,0.1167,0.210211,0.179846
CG17104,12.8142,27.7643,20.6518,3.6574,3.15626,3.4183
CG17107,76.7023,24.4421,284.349,862.031,317.325,56.5254
CG7299,1089.84,2803.91,1671.16,262.935,45.2102,12.2952
CG7296,245.352,240.741,818.979,391.46,183.94,26.8934
CG7294,72.4409,44.3428,96.6102,150.689,239.851,86.5187
CG17108,7.6006,8.69483,34.0369,142.786,125.071,68.2992
CG7300,15.5115,38.458,12.5279,56.9868,39.8636,13.2487
Lip1,4.38823,51.2544,11.4225,1.96285,3.06239,1.70303
CG6415,87.2035,73.534,161.345,64.4225,39.6825,11.2236
CG6443,8.00225,7.55163,5.76481,8.67951,10.7584,16.7031
CG17118,0.0300072,0.0370451,0.0272686,4.96722,11.0527,14.0963
CG6750,51.3535,79.0732,53.542,32.7603,43.399,48.5767
Nup107,30.0316,28.1356,21.355,13.32,17.9042,16.9922
CG17124,14.763,15.6275,7.6812,18.696,22.2891,36.4801
CG6495,10.8325,3.87126,1.66893,1.53938,2.9124,3.32353
UbcD2,13.0782,15.3315,16.1075,23.9635,44.961,51.447
CG6724,85.2965,39.9662,25.9255,10.3925,12.2357,13.2662
CG17127,5.56222,338.187,158.305,0.293156,0.31704,1.0404
CG31870,0,0,0,6.02149,14.6012,24.3925
CG17134,147.537,178.045,32.6499,10.3382,7.13791,2.32786
CG6700,16.9628,10.7827,10.6476,11.7728,23.4249,33.2614
